code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
A0025011300;DIRN;;;;0;;;;;;;0;0;;;;;
MRC14.M1;DIRNO;251414437;N814;14PR1D;450;14PR2D;666;1;EST_OUEST;Y;EXTERIEUR;1204;0;458580.3;6902285.0;457751.62;6902910.0;CA14
MRC14.M2;DIRNO;251414437;N814;14PR1G;450;14PR2G;666;1;OUEST_EST;W;INTERIEUR;1207;0;458568.25;6902272.0;457738.9;6902904.5;CA14
MM313.d2;DIRMED;931313055;A50;13PR1G;871;13PR2G;371;1;EST_OUEST;W;;505;0;895311.94;6245775.0;896301.56;6245869.0;MA13
MM713.V1;DIRMED;931313071;A7;13PR269D;826;13PR271D;935;1;NORD_SUD;Y;;2593;0;888626.9;6259173.5;890367.06;6258436.0;MA13
MYL42.I2;DIRCE;824242218;N88;42PR38G;200;42PR38G;700;1;SUD_NORD;W;;0;0;810513.2;6481402.0;810513.2;6481402.0;ST42
MYL42.I1;DIRCE;824242218;N88;42PR38D;200;42PR38D;700;1;NORD_SUD;Y;;0;0;810497.4;6481408.5;810497.4;6481408.5;ST42
A0001020300;DIRN;;;;0;;;;;;;0;0;;;;;
A0025021100;DIRN;;;;0;;;;;;;0;0;;;;;
MM213.k2;DIRMED;931313055;A507;13PR7G;111;13PR7G;740;1;SUD_NORD;W;;625;0;896886.9;6247926.5;896886.9;6247926.5;MA13
A0025023520;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.T3;DIRSO;733131555;A620;31PR3D;365;31PR4D;64;1;NORD_SUD;Y;EXTERIEUR;667;0;572420.6;6282117.5;572328.94;6281209.0;TO31
MrC14.A1;DIRNO;251414327;N814;14PR4D;65;14PR5D;900;1;EST_OUEST;Y;EXTERIEUR;1832;0;456772.72;6904610.0;456060.03;6905293.0;CA14
A0022023000;DIRN;;;;0;;;;;;;0;0;;;;;
MSR69.Q2;DIRCE;;;;0;;;;;;;0;0;;;;;
MRC14.N2;DIRNO;251414101;N814;14PR13G;372;14PR14G;750;1;OUEST_EST;W;INTERIEUR;1360;0;450130.3;6902988.5;449986.56;6902045.0;CA14
MRC14.N1;DIRNO;251414101;N814;14PR13D;372;14PR14D;750;1;EST_OUEST;Y;EXTERIEUR;1371;0;450112.53;6902997.5;449966.97;6902044.5;CA14
MYL42.H1;DIRCE;824242218;N88;42PR37D;450;42PR38D;200;1;NORD_SUD;Y;;0;0;810755.7;6482365.5;810497.4;6481408.5;ST42
A0022013410;DIRN;;;;0;;;;;;;0;0;;;;;
A0001021421;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.H2;DIRCE;824242218;N88;42PR37G;450;42PR38G;200;1;SUD_NORD;W;;0;0;810771.75;6482355.5;810513.2;6481402.0;ST42
A9022100910;DIRN;;;;0;;;;;;;0;0;;;;;
MB731.Q1;DIRSO;733131555;A620;31PR2D;604;31PR3D;365;1;NORD_SUD;Y;EXTERIEUR;719;0;572538.75;6283076.5;572420.6;6282117.5;TO31
MM413.o2;DIRMED;931313005;A501;13PR2G;482;13PR2G;499;1;NORD_SUD;Y;;17;0;908173.2;6247945.0;908173.2;6247945.0;MA13
A0022022120;DIRN;;;;0;;;;;;;0;0;;;;;
A0001010520;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.b2;DIRMED;931313055;A50;13PR1G;40;13PR1G;540;1;EST_OUEST;W;;501;0;895311.94;6245775.0;895311.94;6245775.0;MA13
MPU76.11;DIRNO;237676705;A13;76PR110DC;500;76PR114DC;0;1;EST_OUEST;Y;;3518;0;561125.06;6915962.5;557740.75;6917798.5;RO76
MM513.v2;DIRMED;931313071;A55;13PR10G;822;13PR11G;322;1;OUEST_EST;Y;;490;0;888130.0;6255316.0;887735.0;6256224.0;MA13
MPU76.12;DIRNO;237676484;A13;76PR111GC;0;76PR113GC;0;1;OUEST_EST;W;;1950;0;560348.5;6916646.5;558761.44;6917696.0;RO76
N0227010501;DIRN;;;;0;;;;;;;0;0;;;;;
MM213.n2;DIRMED;931313055;A507;13PR7G;741;13PR8G;75;1;SUD_NORD;W;;335;0;896886.9;6247926.5;896832.7;6246926.5;MA13
MRC14.O2;DIRNO;251414543;N13;14PR75G;40;14PR78G;0;1;OUEST_EST;W;;3009;0;445595.12;6905883.5;442925.03;6907527.5;CA14
MYL42.F6;DIRCE;824242044;N88;42PR44G;950;42PR46G;650;1;SUD_NORD;W;;1692;0;805676.7;6478383.5;803735.8;6477995.5;ST42
N0227010502;DIRN;;;;0;;;;;;;0;0;;;;;
A0022011000;DIRN;;;;0;;;;;;;0;0;;;;;
A0001021410;DIRN;;;;0;;;;;;;0;0;;;;;
MRC14.O1;DIRNO;251414543;N13;14PR75D;40;14PR78D;0;1;EST_OUEST;Y;;3006;0;445596.97;6905886.5;442935.62;6907541.0;CA14
MWJ35.B2;DIRO;;;;;;;;;;;0;0;;;;;
MWJ35.B1;DIRO;;;;;;;;;;;0;0;;;;;
MSR69.Q1;DIRCE;;;;0;;;;;;;0;0;;;;;
MB233.fC;DIRA;723333199;A660;18;920;;;1;;;;1200;2;;;;;
MM413.h2;DIRMED;931313005;A502;13PR0G;500;13PR1G;0;1;EST_OUEST;W;;455;0;909099.0;6246116.0;910038.0;6246182.0;MA13
MM113.f2;DIRMED;931313071;A51;13PR3G;2;13PR3G;252;1;NORD_SUD;Y;;249;0;891670.75;6260549.0;891670.75;6260549.0;MA13
MM513.y2;DIRMED;931313071;A55;13PR13G;406;13PR13G;906;1;OUEST_EST;Y;;502;0;886373.0;6257623.0;886373.0;6257623.0;MA13
MM213.o2;DIRMED;931313055;A507;13PR7G;76;13PR8G;665;1;SUD_NORD;W;;1591;0;896886.9;6247926.5;896832.7;6246926.5;MA13
MM713.Q1;DIRMED;931313071;A7;13PR268D;859;13PR269D;359;1;NORD_SUD;Y;;501;0;887683.1;6258877.0;888626.9;6259173.5;MA13
MB233.f7;DIRA;723333199;A660;18;120;;;1;;;;800;2;;;;;
MWn44.M1;DIRO;524444020;N844;44PR21D;800;44PR22D;300;1;EST_OUEST;Y;INTERIEUR;496;0;353741.66;6684109.0;352857.3;6684553.5;NA44
MWn44.M2;DIRO;524444020;N844;44PR21G;650;44PR22G;300;1;OUEST_EST;W;EXTERIEUR;637;0;353726.9;6684099.0;352848.34;6684539.5;NA44
MB233.f6;DIRA;723333527;A660;17;300;;;2;;;;1300;2;;;;;
MM813.b2;DIRMED;931313106;A7;13PR272G;375;13PR272G;875;1;SUD_NORD;W;;501;0;890575.56;6257459.0;890575.56;6257459.0;MA13
MB333.p1;DIRA;723333039;A631;33PR0D;443;33PR0D;781;1;SUD_NORD;W;;345;3;420617.1;6417596.0;420617.1;6417596.0;BX33
MB133.U2;DIRA;723333122;A63;33PR10G;205;33PR13G;253;1;SUD_NORD;W;;2163;2;405197.75;6410508.5;403194.47;6408303.5;BX33
MB133.U1;DIRA;723333122;A63;33PR10D;205;33PR13D;253;1;NORD_SUD;Y;;2163;2;405188.0;6410534.5;403174.47;6408319.5;BX33
MrC14.F1;DIRNO;251414181;N814;14PR25D;121;14PR26D;735;1;EST_OUEST;Y;EXTERIEUR;1592;0;457973.0;6899590.5;458523.6;6900415.5;CA14
MrC14.F2;DIRNO;251414181;N814;14PR25G;121;14PR26G;735;1;OUEST_EST;W;INTERIEUR;1591;0;457958.2;6899602.5;458507.72;6900426.0;CA14
MYL42.N1;DIRCE;824242275;A72;42PR7D;750;42PR9D;900;1;EST_OUEST;W;;0;0;807103.56;6486403.5;805521.1;6487504.5;ST42
A0001020510;DIRN;;;;0;;;;;;;0;0;;;;;
MYL42.N2;DIRCE;824242275;A72;42PR7G;750;42PR9G;900;1;OUEST_EST;Y;;0;0;807103.8;6486387.0;805515.9;6487492.0;ST42
A0001021601;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.i2;DIRMED;931313005;A502;13PR1G;0;13PR1G;484;1;EST_OUEST;W;;486;0;910038.0;6246182.0;910038.0;6246182.0;MA13
MM513.x2;DIRMED;931313071;A55;13PR12G;666;13PR13G;166;1;OUEST_EST;Y;;520;0;887058.0;6256891.0;886373.0;6257623.0;MA13
MWL44.g1;DIRO;524444143;N844;44PR17D;75;44PR18D;0;1;EST_OUEST;Y;INTERIEUR;920;0;357367.9;6683557.5;356487.03;6683132.5;NA44
MWL44.g2;DIRO;524444143;N844;44PR17G;100;44PR18G;0;1;OUEST_EST;W;EXTERIEUR;903;0;357378.12;6683550.0;356486.34;6683115.5;NA44
MM113.e2;DIRMED;931313106;A51;13PR2G;462;13PR3G;2;1;NORD_SUD;Y;;546;0;891502.3;6259562.0;891670.75;6260549.0;MA13
MM213.p2;DIRMED;931313055;A507;13PR8G;666;13PR9G;306;1;SUD_NORD;W;;620;0;896832.7;6246926.5;897034.6;6245983.5;MA13
MM713.R1;DIRMED;931313071;A7;13PR269D;326;13PR269D;826;1;NORD_SUD;Y;;502;0;888626.9;6259173.5;888626.9;6259173.5;MA13
A0001010700;DIRN;;;;0;;;;;;;0;0;;;;;
A0001010940;DIRN;;;;0;;;;;;;0;0;;;;;
MUM76.Z1;DIRNO;237676540;A150;76PR1D;213;76PR2D;200;1;SUD_NORD;Y;;975;0;559082.7;6929701.0;558438.3;6930448.0;RO76
MUM76.Z2;DIRNO;237676540;A150;76PR1G;213;76PR2G;200;1;NORD_SUD;W;;998;0;559074.75;6929696.0;558408.3;6930437.0;RO76
A0025023320;DIRN;;;;0;;;;;;;0;0;;;;;
MB133.V2;DIRA;723333284;A63;23;760;;;2;;;;1974;2;;;;;
MM813.c2;DIRMED;931313106;A7;13PR272G;860;13PR273G;360;1;SUD_NORD;W;;498;0;890575.56;6257459.0;890667.1;6256473.0;MA13
MrC14.E1;DIRNO;251414271;N814;14PR19D;970;14PR21D;945;1;EST_OUEST;Y;EXTERIEUR;1965;0;452696.38;6898315.0;454470.78;6898672.0;CA14
MrC14.E2;DIRNO;251414271;N814;14PR19G;970;14PR21G;945;1;OUEST_EST;W;INTERIEUR;1949;0;452700.97;6898333.0;454454.4;6898681.0;CA14
M12SF.31;DIRSO;733131555;A620;31PR0DC;0;31PR0DC;580;1;NORD_SUD;Y;;613;0;572857.75;6284994.0;572857.75;6284994.0;TO31
M12SF.32;DIRSO;733131555;A620;31PR0GC;0;31PR0GC;580;1;SUD_NORD;W;;500;0;572866.6;6284985.5;572866.6;6284985.5;TO31
MYL42.M2;DIRCE;824242207;A47;42PR26G;550;42PR28G;300;1;OUEST_EST;W;;0;0;818736.1;6489187.5;817290.4;6488063.0;ST42
MYL42.M1;DIRCE;824242207;A47;42PR26D;550;42PR28D;300;1;EST_OUEST;Y;;0;0;818736.1;6489187.5;817290.4;6488063.0;ST42
MWL44.h2;DIRO;524444190;N844;44PR13G;790;44PR14G;750;1;OUEST_EST;W;EXTERIEUR;952;0;360145.53;6686361.5;359460.1;6685647.0;NA44
MM113.d2;DIRMED;931313106;A51;13PR2G;8;13PR2G;462;1;NORD_SUD;Y;;453;0;891502.3;6259562.0;891502.3;6259562.0;MA13
MWL44.h1;DIRO;524444215;N844;44PR14D;80;44PR14D;800;1;EST_OUEST;Y;INTERIEUR;720;0;359447.78;6685659.5;359447.78;6685659.5;NA44
MM713.S1;DIRMED;931313071;A7;13PR269D;790;13PR270D;290;1;NORD_SUD;Y;;489;0;888626.9;6259173.5;889590.3;6258994.5;MA13
MWJ35.G1;DIRO;;;;;;;;;;;0;0;;;;;
MB233.e3;DIRA;;;;0;;;;;;;0;0;;;;;
MWJ35.G2;DIRO;;;;;;;;;;;0;0;;;;;
MrC14.D1;DIRNO;251414101;N814;14PR14D;750;14PR16D;969;1;EST_OUEST;Y;EXTERIEUR;2150;0;449966.97;6902044.5;450585.4;6900271.0;CA14
MSR69.V1;DIRCE;;;;0;;;;;;;0;0;;;;;
MrC14.D2;DIRNO;251414101;N814;14PR14G;750;14PR16G;969;1;OUEST_EST;W;INTERIEUR;2144;0;449986.56;6902045.0;450596.53;6900280.5;CA14
MSR69.V2;DIRCE;;;;0;;;;;;;0;0;;;;;
MWN44.A2;DIRO;524444035;N844;44PR2G;0;44PR2G;740;1;OUEST_EST;W;EXTERIEUR;742;0;356572.88;6693959.5;356572.88;6693959.5;NA44
MWN44.A1;DIRO;524444035;N844;44PR2D;0;44PR2D;800;1;EST_OUEST;Y;INTERIEUR;804;0;356565.84;6693947.5;356565.84;6693947.5;NA44
M12SF.01;DIRSO;733131555;A68;31PR2DC;275;31PR3DC;250;1;OUEST_EST;W;;975;0;578505.06;6283834.5;579428.94;6284189.5;TO31
Mm713.n1;DIRMED;931313071;A552;13PR0G;0;13PR0G;500;1;OUEST_EST;Y;;502;0;886774.0;6258786.0;886774.0;6258786.0;MA13
MY269.B1;DIRCE;826969266;A42;69PR0D;901;69PR1D;700;1;OUEST_EST;W;;0;0;847176.06;6522231.0;847901.8;6522898.0;LY69
M12SF.02;DIRSO;733131555;A68;31PR2GC;275;31PR3GC;250;1;EST_OUEST;Y;;974;0;578504.06;6283853.0;579415.7;6284246.0;TO31
MM413.k2;DIRMED;931313005;A501;13PR0G;59;13PR0G;559;1;NORD_SUD;Y;;520;0;907116.94;6246706.0;907116.94;6246706.0;MA13
MY269.B2;DIRCE;826969266;A42;69PR0G;821;69PR1G;800;1;EST_OUEST;Y;;0;0;847171.6;6522242.0;847894.5;6522912.5;LY69
MM113.c2;DIRMED;931313106;A51;13PR1G;508;13PR2G;8;1;NORD_SUD;Y;;498;0;890905.4;6258781.0;891502.3;6259562.0;MA13
MRC14.K1;DIRNO;251414437;N814;14PR2D;666;14PR4D;64;1;EST_OUEST;Y;EXTERIEUR;1374;0;457751.62;6902910.0;456772.72;6904610.0;CA14
M15SF.91;DIRSO;733131555;A64;31PR285DC;500;31PR286DC;600;1;SUD_NORD;W;;1096;0;571151.3;6273606.5;571718.9;6274432.0;TO31
M15SF.92;DIRSO;733131555;A64;31PR285GC;500;31PR286GC;600;1;NORD_SUD;Y;;1101;0;571130.9;6273620.5;571693.3;6274451.0;TO31
MB233.e7;DIRA;;;;0;;;;;;;0;0;;;;;
MM713.T1;DIRMED;931313071;A7;13PR270D;318;13PR270D;818;1;NORD_SUD;Y;;499;0;889590.3;6258994.5;889590.3;6258994.5;MA13
MRC14.K2;DIRNO;251414437;N814;14PR2G;666;14PR4G;65;1;OUEST_EST;W;INTERIEUR;1376;0;457738.9;6902904.5;456753.12;6904598.0;CA14
MM813.a2;DIRMED;931313106;A7;13PR271G;850;13PR272G;350;1;SUD_NORD;W;;530;0;890385.0;6258442.0;890575.56;6257459.0;MA13
MWJ35.F1;DIRO;;;;;;;;;;;0;0;;;;;
MB233.f1;DIRA;723333527;A660;17;300;;;1;;;;1300;2;;;;;
A0001020520;DIRN;;;;0;;;;;;;0;0;;;;;
MZo57.22;DIRE;415757672;A31;57PR336G;800;57PR344G;800;1;NORD_SUD;Y;;8124;0;925640.9;6921812.5;925822.25;6929893.5;ME57
MB133.X2;DIRA;723333318;;DB2;0;FB2;0;;;;;980;2;413336.62;6416331.5;413823.8;6416574.5;BX33
MrC14.C1;DIRNO;251414118;N814;14PR9D;5;14PR9D;700;1;EST_OUEST;Y;EXTERIEUR;695;0;452323.66;6904901.0;452323.66;6904901.0;CA14
MrC14.C2;DIRNO;251414118;N814;14PR9G;5;14PR9G;700;1;OUEST_EST;W;INTERIEUR;696;0;452324.44;6904883.5;452324.44;6904883.5;CA14
MY269.A2;DIRCE;826969266;A42;69PR0G;0;69PR0G;820;1;EST_OUEST;Y;;0;0;847171.6;6522242.0;847171.6;6522242.0;LY69
A9023010250;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.l2;DIRMED;931313005;A501;13PR1G;45;13PR1G;545;1;NORD_SUD;Y;;501;0;907573.9;6247154.0;907573.9;6247154.0;MA13
MWJ35.F2;DIRO;;;;;;;;;;;0;0;;;;;
MYL42.K2;DIRCE;824242218;N88;42PR38G;700;42PR39G;450;1;SUD_NORD;W;;0;0;810513.2;6481402.0;809909.3;6480603.0;ST42
MY269.A1;DIRCE;826969266;A42;69PR0D;0;69PR0D;900;1;OUEST_EST;W;;0;0;847176.06;6522231.0;847176.06;6522231.0;LY69
MYL42.K1;DIRCE;824242218;N88;42PR38D;700;42PR39D;450;1;NORD_SUD;Y;;0;0;810497.4;6481408.5;809897.25;6480613.0;ST42
MM413.d2;DIRMED;931313005;A50;13PR13G;810;13PR14G;360;1;EST_OUEST;W;;551;0;906908.8;6246589.5;907851.6;6246673.0;MA13
MYL42.A2;DIRCE;824242218;N88;42PR41G;350;42PR42G;250;1;SUD_NORD;W;;0;0;808294.2;6479622.5;807431.1;6479163.5;ST42
MM513.L1;DIRMED;931313055;A55;13PR5D;248;13PR5D;748;1;EST_OUEST;W;;499;0;890526.0;6251725.0;890526.0;6251725.0;MA13
MYL42.A1;DIRCE;824242218;N88;42PR41D;350;42PR42D;250;1;NORD_SUD;Y;;0;0;808293.5;6479631.5;807425.8;6479171.0;ST42
MM813.F1;DIRMED;931313055;A7;13PR274D;450;13PR274D;950;1;NORD_SUD;Y;;501;0;891335.5;6255766.5;891335.5;6255766.5;MA13
MB631.S1;DIRSO;733131555;A624;31PR0D;0;31PR0D;571;1;EST_OUEST;Y;;577;0;571112.0;6279802.0;571112.0;6279802.0;TO31
A0001010910;DIRN;;;;0;;;;;;;0;0;;;;;
MB333.t2;DIRA;723333090;A63;33PR3G;593;33PR5G;99;1;SUD_NORD;W;;1495;2;410668.1;6414789.0;409031.3;6413676.0;BX33
MB333.t1;DIRA;723333090;A63;33PR3D;593;33PR5D;99;1;NORD_SUD;Y;;1495;2;410653.56;6414812.0;409014.5;6413696.0;BX33
MB631.S3;DIRSO;733131555;A624;31PR0D;334;31PR0D;571;1;EST_OUEST;Y;;240;0;571112.0;6279802.0;571112.0;6279802.0;TO31
MYL42.A8;DIRCE;824242183;N88;42PR42G;250;42PR43G;700;1;SUD_NORD;W;;0;0;807431.1;6479163.5;806569.5;6478768.0;ST42
MYL42.A7;DIRCE;824242183;N88;42PR42D;250;42PR43D;700;1;NORD_SUD;Y;;0;0;807425.8;6479171.0;806567.25;6478776.5;ST42
MWC22.Q1;DIRO;532222278;N0012;56;200;;;1;;;;968;2;;;;;
MZo57.32;DIRE;415757303;A31;57PR315G;100;57PR317G;900;1;NORD_SUD;Y;;2816;0;931245.9;6906492.5;931535.2;6908431.5;ME57
MZo57.31;DIRE;415757303;A31;57PR315D;100;57PR317D;900;1;SUD_NORD;W;;2813;0;931269.94;6906492.5;931559.7;6908428.5;ME57
MWC22.Q2;DIRO;532222278;N0012;56;200;;;2;;;;1061;2;;;;;
MM813.E1;DIRMED;931313055;A7;13PR273D;900;13PR275D;590;1;NORD_SUD;Y;;2196;0;890643.2;6256469.0;891406.8;6254783.5;MA13
MYL42.B1;DIRCE;824242110;A47;42PR24D;250;42PR26D;550;1;EST_OUEST;Y;;0;0;820635.6;6489488.5;818736.1;6489187.5;ST42
MB233.J2;DIRA;723333281;A630;33PR17G;54;33PR18G;196;1;SUD_NORD;W;INTERIEUR;985;3;409543.16;6421874.5;409596.62;6421036.0;BX33
A0025023910;DIRN;;;;0;;;;;;;0;0;;;;;
MWL44.B2;DIRO;524444162;N165;44PR7G;7;44PR10G;760;1;OUEST_EST;W;;3139;0;349027.47;6694298.0;346680.06;6694202.5;NA44
MM413.e2;DIRMED;931313005;A50;13PR14G;360;13PR14G;845;1;EST_OUEST;W;;485;0;907851.6;6246673.0;907851.6;6246673.0;MA13
MWL44.B1;DIRO;524444162;N165;44PR7D;7;44PR11D;150;1;EST_OUEST;Y;;3519;0;349025.97;6694312.5;345739.22;6694526.0;NA44
MM113.H1;DIRMED;931313019;A51;13PR4D;7;13PR4D;596;1;SUD_NORD;W;;591;0;892418.06;6261242.5;892418.06;6261242.5;MA13
MM513.K1;DIRMED;931313055;A55;13PR4D;796;13PR5D;296;1;EST_OUEST;W;;499;0;891016.0;6250934.0;890526.0;6251725.0;MA13
MM813.G1;DIRMED;931313055;A7;13PR275D;0;13PR275D;590;1;NORD_SUD;Y;;591;0;891406.8;6254783.5;891406.8;6254783.5;MA13
MB631.R4;DIRSO;733131555;A620;31PR0GC;580;31PR1G;51;1;SUD_NORD;W;;591;0;572866.6;6284985.5;572626.2;6284049.5;TO31
MB631.R3;DIRSO;733131555;A620;31PR0DC;580;31PR1D;51;1;NORD_SUD;Y;;493;0;572857.75;6284994.0;572623.6;6284050.0;TO31
MBW87.31;DIRCO;748787020;A20;87PR170D;300;87PR175D;300;1;NORD_SUD;Y;;5154;0;568741.56;6539278.5;567595.56;6534386.5;LI87
MWn44.H1;DIRO;524444109;N137;44PR28D;0;44PR29D;682;1;SUD_NORD;W;;2041;0;353603.38;6694736.0;352974.97;6695928.5;NA44
A0023010400;DIRN;;;;0;;;;;;;0;0;;;;;
MWC22.P2;DIRO;532222106;N0012;55;10;;;2;;;;2261;2;;;;;
MWC22.P1;DIRO;532222106;N0012;55;10;;;1;;;;1159;2;;;;;
MUM76.w2;DIRNO;237676322;N338;76PR4G;41;76PR5G;30;1;NORD_SUD;Y;;995;0;557477.5;6924842.0;558049.6;6925669.0;RO76
A0022021900;DIRN;;;;0;;;;;;;0;0;;;;;
MUM76.w1;DIRNO;237676322;N338;76PR4D;41;76PR5D;30;1;SUD_NORD;W;;994;0;557496.3;6924835.0;558062.6;6925662.5;RO76
MBW87.32;DIRCO;748787020;A20;87PR170G;300;87PR175G;300;1;SUD_NORD;W;;5149;0;568750.25;6539263.0;567611.94;6534378.5;LI87
MWn44.H2;DIRO;524444114;N137;44PR28G;0;44PR29G;682;1;NORD_SUD;Y;;2040;0;353584.25;6694727.5;352961.47;6695924.0;NA44
A9022100500;DIRN;;;;0;;;;;;;0;0;;;;;
A0001020940;DIRN;;;;0;;;;;;;0;0;;;;;
A0001020700;DIRN;;;;0;;;;;;;0;0;;;;;
MWN44.U2;DIRO;524444162;N844;44PR29G;850;44PR30G;400;1;OUEST_EST;W;EXTERIEUR;549;0;350036.16;6689455.5;350405.66;6690381.5;NA44
MWN44.U1;DIRO;524444162;N844;44PR29D;940;44PR30D;400;1;EST_OUEST;Y;INTERIEUR;458;0;350048.25;6689451.5;350419.4;6690380.0;NA44
N0227011200;DIRN;;;;0;;;;;;;0;0;;;;;
MM413.f2;DIRMED;931313005;A50;13PR14G;845;13PR15G;373;1;EST_OUEST;W;;519;0;907851.6;6246673.0;908764.75;6246268.5;MA13
MWL44.C1;DIRO;524444109;N137;44PR29D;682;44PR34D;682;1;SUD_NORD;W;;5003;0;352974.97;6695928.5;349938.53;6699802.5;NA44
MM113.G1;DIRMED;931313071;A51;13PR3D;512;13PR4D;7;1;SUD_NORD;W;;496;0;891670.75;6260549.0;892418.06;6261242.5;MA13
A0025011710;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.N1;DIRMED;931313055;A55;13PR6D;393;13PR6D;893;1;EST_OUEST;W;;497;0;890210.0;6252651.0;890210.0;6252651.0;MA13
MB631.U7;DIRSO;733131555;A624;31PR0D;999;31PR1D;215;1;EST_OUEST;Y;;403;0;571112.0;6279802.0;570011.25;6280054.5;TO31
MWC22.S2;DIRO;532222187;N0012;60;80;;;2;;;;2824;2;;;;;
MWn44.K1;DIRO;524444215;N844;44PR15D;725;44PR17D;75;1;EST_OUEST;Y;INTERIEUR;1338;0;358791.97;6684911.0;357367.9;6683557.5;NA44
MWn44.K2;DIRO;524444215;N844;44PR15G;850;44PR17G;100;1;OUEST_EST;W;EXTERIEUR;1236;0;358803.72;6684902.0;357378.12;6683550.0;NA44
MB233.H1;DIRA;723333281;A630;33PR16D;860;33PR17D;828;1;NORD_SUD;Y;EXTERIEUR;945;3;409896.88;6422767.0;409539.47;6421875.5;BX33
MM813.C1;DIRMED;931313106;A7;13PR272D;860;13PR273D;360;1;NORD_SUD;Y;;507;0;890544.1;6257460.0;890643.2;6256469.0;MA13
MWC22.S1;DIRO;532222187;N0012;60;80;;;1;;;;2965;2;;;;;
A0025020420;DIRN;;;;0;;;;;;;0;0;;;;;
A0025021510;DIRN;;;;0;;;;;;;0;0;;;;;
MM313.z2;DIRMED;931313005;A50;13PR11G;807;13PR12G;307;1;EST_OUEST;W;;502;0;904956.9;6246151.5;905938.0;6246354.5;MA13
MWN44.V2;DIRO;524444162;N844;44PR30G;700;44PR31G;120;1;OUEST_EST;W;EXTERIEUR;407;0;350405.66;6690381.5;350433.8;6691356.0;NA44
MWN44.V1;DIRO;524444162;N844;44PR30D;740;44PR31D;200;1;EST_OUEST;Y;INTERIEUR;459;0;350419.4;6690380.0;350446.22;6691359.0;NA44
MM413.g2;DIRMED;931313005;A50;13PR15G;373;13PR15G;583;1;EST_OUEST;W;;204;0;908764.75;6246268.5;908764.75;6246268.5;MA13
N0227010100;DIRN;;;;0;;;;;;;0;0;;;;;
MM113.F1;DIRMED;931313071;A51;13PR3D;2;13PR3D;12;1;SUD_NORD;W;;10;0;891670.75;6260549.0;891670.75;6260549.0;MA13
A0025011720;DIRN;;;;0;;;;;;;0;0;;;;;
A0001010920;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.M1;DIRMED;931313055;A55;13PR5D;660;13PR6D;160;1;EST_OUEST;W;;494;0;890526.0;6251725.0;890210.0;6252651.0;MA13
MB631.T6;DIRSO;733131555;A624;31PR0G;0;31PR0G;773;1;OUEST_EST;W;;765;0;571192.44;6279836.5;571192.44;6279836.5;TO31
MWC22.R2;DIRO;532222251;N0012;64;950;;;2;;;;2725;2;;;;;
MWn44.J2;DIRO;524444215;N844;44PR14G;750;44PR15G;850;1;OUEST_EST;W;EXTERIEUR;1099;0;359460.1;6685647.0;358803.72;6684902.0;NA44
Mbw87.22;DIRCO;748787085;A20;87PR182G;300;87PR183G;900;1;SUD_NORD;W;;1374;0;566508.94;6528314.0;566843.9;6527612.0;LI87
MWC22.R1;DIRO;532222251;N0012;64;950;;;1;;;;2080;2;;;;;
MWn44.J1;DIRO;524444215;N844;44PR14D;800;44PR15D;725;1;EST_OUEST;Y;INTERIEUR;923;0;359447.78;6685659.5;358791.97;6684911.0;NA44
MM813.D1;DIRMED;931313055;A7;13PR273D;440;13PR273D;690;1;NORD_SUD;Y;;249;0;890643.2;6256469.0;890643.2;6256469.0;MA13
MY469.A2;DIRCE;826969297;A47;69PR0G;115;69PR1G;465;1;OUEST_EST;W;;0;0;840040.7;6500326.0;839223.0;6500280.5;LY69
MWN44.W2;DIRO;524444162;N844;44PR31G;935;44PR32G;400;1;OUEST_EST;W;EXTERIEUR;478;0;350433.8;6691356.0;350392.38;6692305.5;NA44
MWN44.W1;DIRO;524444162;N844;44PR31D;910;44PR32D;400;1;EST_OUEST;Y;INTERIEUR;488;0;350446.22;6691359.0;350401.9;6692299.5;NA44
MY469.A1;DIRCE;826969297;A47;69PR0D;320;69PR1D;465;1;EST_OUEST;Y;;0;0;839854.2;6500375.0;839222.7;6500291.5;LY69
MB333.x3;DIRA;723333013;N89;48;910;;;1;;;;550;2;;;;;
MB333.x1;DIRA;723333013;N89;48;2;;;1;;;;515;2;;;;;
MWI35.D2;DIRO;;;;;;;;;;;0;0;;;;;
MWI35.D1;DIRO;;;;;;;;;;;0;0;;;;;
MB333.x5;DIRA;723333013;N89;48;551;;;1;;;;480;2;;;;;
A0025011735;DIRN;;;;0;;;;;;;0;0;;;;;
MM813.J1;DIRMED;931313055;A7;13PR276D;726;13PR277D;226;1;NORD_SUD;Y;;500;0;891610.1;6253795.0;892126.75;6252957.0;MA13
MB631.W8;DIRSO;733131555;A624;31PR1G;795;31PR2G;546;1;OUEST_EST;W;;743;0;569998.4;6280040.0;569156.94;6280499.0;TO31
